-100,0
-10.496,0
-9.996,0
-9.496,0
-8.996,0
-8.496,0
-7.996,0
-7.496,0
-6.996,0
-6.496,0
-5.996,0
-5.496,0
-4.996,0
-4.496,0
-3.996,0
-3.496,0
-2.996,0
-2.496,0
-1.996,0
-1.496,0
-0.996,0
-0.496,0
-.01,0
0.004,2.76203
0.006,34.7707
0.008,44.326
0.01,41.2789
0.012,28.5933
0.014,27.3926
0.016,38.0574
0.02,47.7036
0.022,48.2012
0.03,56.4344
0.042,61.4034
0.06,65.883
0.212,84.526
0.266,88.9218
0.404,95.5932
0.43,98.9746
0.466,100.5362
0.58,102.242
0.694,101.3187
0.86,95.4526
1.1,90.4186
1.132,82.5618
1.156,72.6383
1.168,64.903
1.194,42.3389
1.216,28.3424
1.226,24.9802
1.2559,17.40051
1.2859,13.04651
1.3819,5.05295
1.4719,0
1.9719,0
2.4719,0
2.9719,0
3.4719,0
3.9719,0
4.4719,0
4.9719,0
5.4719,0
5.9719,0
6.4719,0
6.9719,0
7.4719,0
7.9719,0
8.4719,0
8.9719,0
9.4719,0
9.9719,0
10.4719,0
100,0
